#,Thermostat,identifier,411943428163
#,Thermostat,name,LoveLiftsUsUp
#,Start,date,2018-02-01
#,End,date,2018-03-01

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),laundry (F),laundry2,Office (F),Office2
2018-02-01,01:50:00,heat,heatOff,hold,Sleep,65,62,61.7,27,,,0,0,,64.2,27,59.7,0,61.3,0,
2018-02-01,01:55:00,heat,heatOff,hold,Sleep,65,62,61.5,27,,,135,0,,63.9,27,59.7,0,61.1,0,
2018-02-01,02:00:00,heat,heatStage1On,hold,Sleep,65,62,61.5,27,,,300,0,,64,27,59.7,0,61.1,0,
2018-02-01,02:05:00,heat,heatStage1On,hold,Sleep,65,62,61.7,28,,,90,0,,64.3,28,59.7,0,61.3,0,
2018-02-01,02:10:00,heat,heatOff,hold,Sleep,65,62,61.9,28,,,0,0,,64.6,28,59.7,0,61.7,0,
2018-02-01,02:15:00,heat,heatOff,hold,Sleep,65,62,62,27,,,0,0,,64.7,27,59.7,0,61.8,0,
2018-02-01,02:20:00,heat,heatOff,hold,Sleep,65,62,61.9,27,,,0,0,,64.4,27,59.7,0,61.8,0,
2018-02-01,02:25:00,heat,heatOff,hold,Sleep,65,62,61.9,27,,,0,0,,64.2,27,59.7,0,61.8,0,
2018-02-01,02:30:00,heat,heatOff,hold,Sleep,65,62,61.9,27,,,0,0,,64.3,27,59.7,0,61.7,0,
2018-02-01,02:35:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.5,26,59.7,0,61.5,0,
2018-02-01,02:40:00,heat,heatOff,hold,Sleep,65,62,61.8,26,,,0,0,,64.5,26,59.7,0,61.3,0,
2018-02-01,02:45:00,heat,heatOff,hold,Sleep,65,62,61.7,27,,,0,0,,64.3,27,59.7,0,61.1,0,
2018-02-01,02:50:00,heat,heatOff,hold,Sleep,65,62,61.6,27,,,0,0,,64,27,59.7,0,61.1,0,
2018-02-01,02:55:00,heat,heatOff,hold,Sleep,65,62,61.6,27,,,0,0,,64,27,59.7,0,61.1,0,
2018-02-01,03:00:00,heat,heatOff,hold,Sleep,65,62,61.6,27,,,0,0,,64.1,27,59.7,0,60.9,0,
2018-02-01,03:05:00,heat,heatOff,hold,Sleep,65,62,61.6,26,,,0,0,,64.2,26,59.7,0,60.9,0,
2018-02-01,03:10:00,heat,heatOff,hold,Sleep,65,62,61.5,26,,,150,0,,64.2,26,59.7,0,60.8,0,
2018-02-01,03:15:00,heat,heatStage1On,hold,Sleep,65,62,61.4,27,,,300,0,,64,27,59.7,0,60.8,0,
2018-02-01,03:20:00,heat,heatStage1On,hold,Sleep,65,62,61.5,28,,,300,0,,63.9,28,59.7,0,61,0,
2018-02-01,03:25:00,heat,heatStage1On,hold,Sleep,65,62,61.8,28,,,90,0,,64.4,28,59.7,0,61.4,0,
2018-02-01,03:30:00,heat,heatOff,hold,Sleep,65,62,62.2,28,,,0,0,,64.8,28,59.9,0,61.9,0,
2018-02-01,03:35:00,heat,heatOff,hold,Sleep,65,62,62.3,27,,,0,0,,65,27,59.9,0,62.1,0,
2018-02-01,03:40:00,heat,heatOff,hold,Sleep,65,62,62.2,26,,,0,0,,64.9,26,59.9,0,62,0,
2018-02-01,03:45:00,heat,heatOff,hold,Sleep,65,62,62,27,,,0,0,,64.5,27,59.9,0,61.8,0,
2018-02-01,03:50:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.4,26,59.8,0,61.8,0,
2018-02-01,03:55:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.5,26,59.7,0,61.7,0,
2018-02-01,04:00:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.7,26,59.7,0,61.5,0,
2018-02-01,04:05:00,heat,heatOff,hold,Sleep,65,62,61.8,26,,,0,0,,64.6,26,59.7,0,61.3,0,
2018-02-01,04:10:00,heat,heatOff,hold,Sleep,65,62,61.7,26,,,0,0,,64.5,26,59.7,0,61.1,0,
2018-02-01,04:15:00,heat,heatOff,hold,Sleep,65,62,61.6,27,,,0,0,,64.2,27,59.8,0,61.1,0,
2018-02-01,04:20:00,heat,heatOff,hold,Sleep,65,62,61.6,27,,,0,0,,63.9,27,59.9,0,61.1,0,
2018-02-01,04:25:00,heat,heatStage1On,hold,Sleep,65,62,61.5,27,,,300,0,,63.8,27,59.9,0,60.9,0,
2018-02-01,04:30:00,heat,heatStage1On,hold,Sleep,65,62,61.5,28,,,300,0,,63.8,28,59.8,0,61.1,0,
2018-02-01,04:35:00,heat,heatStage1On,hold,Sleep,65,62,61.6,28,,,285,0,,64.1,28,59.7,0,61.3,0,
2018-02-01,04:40:00,heat,heatOff,hold,Sleep,65,62,62,28,,,0,0,,64.5,28,59.8,0,61.7,0,
2018-02-01,04:45:00,heat,heatOff,hold,Sleep,65,62,62.2,28,,,0,0,,64.9,28,59.9,0,62,0,
2018-02-01,04:50:00,heat,heatOff,hold,Sleep,65,62,62.3,27,,,0,0,,65,27,59.9,0,62,0,
2018-02-01,04:55:00,heat,heatOff,hold,Sleep,65,62,62.1,27,,,0,0,,64.7,27,59.7,0,61.9,0,
2018-02-01,05:00:00,heat,heatOff,hold,Sleep,65,62,61.9,27,,,0,0,,64.4,27,59.8,0,61.7,0,
2018-02-01,05:05:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.3,26,59.9,0,61.6,0,
2018-02-01,05:10:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.5,26,59.9,0,61.5,0,
2018-02-01,05:15:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.6,26,59.9,0,61.4,0,
2018-02-01,05:20:00,heat,heatOff,hold,Sleep,65,62,61.8,26,,,0,0,,64.6,26,59.9,0,61.2,0,
2018-02-01,05:25:00,heat,heatOff,hold,Sleep,65,62,61.7,26,,,0,0,,64.4,26,59.9,0,61.1,0,
2018-02-01,05:30:00,heat,heatOff,hold,Sleep,65,62,61.6,27,,,0,0,,64.2,27,59.9,0,61,0,
2018-02-01,05:35:00,heat,heatOff,hold,Sleep,65,62,61.5,26,,,255,0,,64.1,26,59.7,0,60.9,0,
2018-02-01,05:40:00,heat,heatStage1On,hold,Sleep,65,62,61.6,26,,,300,0,,64.3,26,59.7,0,60.9,0,
2018-02-01,05:45:00,heat,heatStage1On,hold,Sleep,65,62,61.8,26,,,165,0,,64.6,26,59.8,0,61.1,0,
2018-02-01,05:50:00,heat,heatOff,hold,Sleep,65,62,62,26,,,0,0,,64.8,26,59.9,0,61.5,0,
2018-02-01,05:55:00,heat,heatOff,hold,Sleep,65,62,62.1,26,,,0,0,,64.8,26,59.9,0,61.8,0,
2018-02-01,06:00:00,heat,heatOff,hold,Sleep,65,62,62,27,,,0,0,,64.5,27,59.9,0,61.8,0,
2018-02-01,06:05:00,heat,heatOff,hold,Sleep,65,62,62,26,,,0,0,,64.5,26,59.9,0,61.7,0,
2018-02-01,06:10:00,heat,heatOff,hold,Sleep,65,62,62,26,,,0,0,,64.6,26,59.9,0,61.6,0,
2018-02-01,06:15:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.7,26,59.7,0,61.4,0,
2018-02-01,06:20:00,heat,heatOff,hold,Sleep,65,62,61.9,26,,,0,0,,64.7,26,59.7,0,61.3,0,
2018-02-01,06:25:00,heat,heatOff,hold,Sleep,65,62,61.8,26,,,0,0,,64.5,26,59.8,0,61.2,0,
2018-02-01,06:30:00,heat,heatOff,hold,Home,65,62,61.7,26,,,0,0,,64.3,26,59.9,0,61.1,0,
2018-02-01,06:35:00,heat,heatOff,hold,Home,65,62,61.7,26,,,0,0,,64.2,26,59.9,0,61,0,
2018-02-01,06:40:00,heat,heatOff,hold,Home,65,62,61.7,26,,,0,0,,64.3,26,59.9,0,60.8,0,
2018-02-01,06:45:00,heat,heatOff,hold,Home,65,62,61.7,26,,,0,0,,64.5,26,59.9,0,60.8,0,
2018-02-01,06:50:00,heat,heatOff,hold,Home,65,62,61.6,26,,,0,0,,64.4,26,59.7,0,60.8,1,
2018-02-01,06:55:00,heat,heatOff,hold,Home,65,62,61.5,26,,,255,0,,64.1,26,59.7,0,60.8,1,
2018-02-01,07:00:00,heat,heatStage1On,hold,Home,65,62,61.4,26,,,300,0,,63.9,26,59.7,0,60.8,1,
2018-02-01,07:05:00,heat,heatStage1On,hold,Home,65,62,61.6,26,,,285,0,,64.1,26,59.7,0,61,1,
2018-02-01,07:10:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.5,27,59.7,0,61.5,0,
2018-02-01,07:15:00,heat,heatOff,hold,Home,65,62,62.1,26,,,0,0,,64.9,26,59.7,0,61.8,0,
2018-02-01,07:20:00,heat,heatOff,hold,Home,65,62,62.1,26,,,0,0,,64.9,26,59.7,0,61.8,0,
2018-02-01,07:25:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.6,27,59.7,0,61.8,0,
2018-02-01,07:30:00,heat,heatOff,hold,Home,65,62,61.8,26,,,0,0,,64.2,26,59.7,0,61.7,0,
2018-02-01,07:35:00,heat,heatOff,hold,Home,65,62,61.8,26,,,0,0,,64.3,26,59.7,0,61.5,0,
2018-02-01,07:40:00,heat,heatOff,hold,Home,65,62,61.8,26,,,0,0,,64.5,26,59.6,0,61.3,0,
2018-02-01,07:45:00,heat,heatOff,hold,Home,65,62,61.7,26,,,0,0,,64.5,26,59.5,0,61.1,0,
2018-02-01,07:50:00,heat,heatOff,hold,Home,65,62,61.6,26,,,0,0,,64.4,26,59.5,0,61.1,0,
2018-02-01,07:55:00,heat,heatOff,hold,Home,65,62,61.5,27,,,210,0,,64.1,27,59.5,0,60.9,0,
2018-02-01,08:00:00,heat,heatStage1On,hold,Home,65,62,61.5,27,,,300,0,,64,27,59.7,0,61,0,
2018-02-01,08:05:00,heat,heatStage1On,hold,Home,65,62,61.8,28,,,105,0,,64.5,28,59.7,0,61.5,0,
2018-02-01,08:10:00,heat,heatOff,hold,Home,65,62,62.1,28,,,0,0,,64.8,28,59.7,0,61.9,0,
2018-02-01,08:15:00,heat,heatOff,hold,Home,65,62,62.1,28,,,0,0,,64.7,28,59.7,0,62.1,0,
2018-02-01,08:20:00,heat,heatOff,hold,Home,65,62,62,28,,,0,0,,64.5,28,59.7,0,62,0,
2018-02-01,08:25:00,heat,heatOff,hold,Home,65,62,62.1,28,,,0,0,,64.6,28,59.7,0,62,0,
2018-02-01,08:30:00,heat,heatOff,hold,Home,65,62,62.1,27,,,0,0,,64.8,27,59.7,0,61.8,0,
2018-02-01,08:35:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.8,27,59.7,0,61.7,0,
2018-02-01,08:40:00,heat,heatOff,hold,Home,65,62,61.8,28,,,0,0,,64.3,28,59.6,0,61.5,0,
2018-02-01,08:45:00,heat,heatOff,hold,Home,65,62,61.7,28,,,0,0,,64.1,28,59.5,0,61.5,0,
2018-02-01,08:50:00,heat,heatOff,hold,Home,65,62,61.6,28,,,0,0,,64.2,28,59.5,0,61.3,0,
2018-02-01,08:55:00,heat,heatOff,hold,Home,65,62,61.5,28,,,105,0,,64.3,28,59.4,0,61.1,0,
2018-02-01,09:00:00,heat,heatStage1On,hold,Home,65,62,61.6,28,,,300,0,,64.4,28,59.3,0,61.1,0,
2018-02-01,09:05:00,heat,heatStage1On,hold,Home,65,62,61.7,28,,,75,0,,64.4,28,59.3,0,61.5,0,
2018-02-01,09:10:00,heat,heatOff,hold,Home,65,62,61.8,28,,,0,0,,64.4,28,59.3,0,61.7,0,
2018-02-01,09:15:00,heat,heatOff,hold,Home,65,62,61.8,28,,,0,0,,64.5,28,59.3,0,61.8,0,
2018-02-01,09:20:00,heat,heatOff,hold,Home,65,62,61.9,28,,,0,0,,64.6,28,59.3,0,61.8,0,
2018-02-01,09:25:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.7,27,59.3,0,61.7,0,
2018-02-01,09:30:00,heat,heatOff,hold,Home,65,62,61.8,27,,,0,0,,64.6,27,59.3,0,61.7,0,
2018-02-01,09:35:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.2,27,59.3,0,61.5,0,
2018-02-01,09:40:00,heat,heatOff,hold,Home,65,62,61.5,28,,,225,0,,64,28,59.3,0,61.3,0,
2018-02-01,09:45:00,heat,heatStage1On,hold,Home,65,62,61.6,28,,,300,0,,64.2,28,59.3,0,61.6,0,
2018-02-01,09:50:00,heat,heatOff,hold,Home,65,62,62,29,,,0,0,,64.7,29,59.4,0,62.1,0,
2018-02-01,09:55:00,heat,heatOff,hold,Home,65,62,62.2,28,,,0,0,,65,28,59.5,0,62.2,0,
2018-02-01,10:00:00,heat,heatOff,hold,Home,65,62,62.2,27,,,0,0,,64.9,27,59.5,0,62.3,0,
2018-02-01,10:05:00,heat,heatOff,hold,Home,65,62,62,28,,,0,0,,64.6,28,59.5,0,62.2,0,
2018-02-01,10:10:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.5,27,59.5,0,62,0,
2018-02-01,10:15:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,64.6,26,59.5,0,62,0,
2018-02-01,10:20:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.8,27,59.5,0,61.8,0,
2018-02-01,10:25:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.7,27,59.3,0,61.7,0,
2018-02-01,10:30:00,heat,heatOff,hold,Home,65,62,61.7,27,,,0,0,,64.4,27,59.3,0,61.5,0,
2018-02-01,10:35:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.1,27,59.4,0,61.5,0,
2018-02-01,10:40:00,heat,heatOff,hold,Home,65,62,61.6,28,,,0,0,,64.2,28,59.5,0,61.3,0,
2018-02-01,10:45:00,heat,heatOff,hold,Home,65,62,61.7,28,,,0,0,,64.4,28,59.5,0,61.3,0,
2018-02-01,10:50:00,heat,heatOff,hold,Home,65,62,61.7,28,,,0,0,,64.5,28,59.5,0,61.1,0,
2018-02-01,10:55:00,heat,heatOff,hold,Home,65,62,61.5,27,,,105,0,,64.3,27,59.3,0,61.1,0,
2018-02-01,11:00:00,heat,heatStage1On,hold,Home,65,62,61.4,27,,,300,0,,64,27,59.3,0,61.1,0,
2018-02-01,11:05:00,heat,heatStage1On,hold,Home,65,62,61.6,28,,,300,0,,64.1,28,59.3,0,61.5,0,
2018-02-01,11:10:00,heat,heatStage1On,hold,Home,65,62,61.8,28,,,75,0,,64.6,28,59.3,0,61.8,0,
2018-02-01,11:15:00,heat,heatOff,hold,Home,65,62,62.2,28,,,0,0,,65,28,59.4,0,62.2,0,
2018-02-01,11:20:00,heat,heatOff,hold,Home,65,62,62.3,27,,,0,0,,65.2,27,59.5,0,62.2,0,
2018-02-01,11:25:00,heat,heatOff,hold,Home,65,62,62.1,27,,,0,0,,64.9,27,59.5,0,62.1,0,
2018-02-01,11:30:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.5,27,59.5,0,61.9,0,
2018-02-01,11:35:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.5,27,59.5,0,61.8,0,
2018-02-01,11:40:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.6,27,59.5,0,61.7,0,
2018-02-01,11:45:00,heat,heatOff,hold,Home,65,62,61.9,28,,,0,0,,64.7,28,59.5,0,61.6,0,
2018-02-01,11:50:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.7,27,59.5,0,61.5,0,
2018-02-01,11:55:00,heat,heatOff,hold,Home,65,62,61.7,27,,,0,0,,64.4,27,59.5,0,61.5,0,
2018-02-01,12:00:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.1,27,59.5,0,61.4,0,
2018-02-01,12:05:00,heat,heatOff,hold,Home,65,62,61.6,28,,,0,0,,64.2,28,59.4,0,61.3,0,
2018-02-01,12:10:00,heat,heatOff,hold,Home,65,62,61.6,28,,,0,0,,64.4,28,59.3,0,61.2,0,
2018-02-01,12:15:00,heat,heatOff,hold,Home,65,62,61.6,28,,,0,0,,64.4,28,59.3,0,61.1,0,
2018-02-01,12:20:00,heat,heatOff,hold,Home,65,62,61.6,27,,,60,0,,64.4,27,59.4,0,61.1,0,
2018-02-01,12:25:00,heat,heatStage1On,hold,Home,65,62,61.4,27,,,300,0,,64,27,59.3,0,61.1,0,
2018-02-01,12:30:00,heat,heatStage1On,hold,Home,65,62,61.5,27,,,300,0,,64,27,59.3,0,61.3,0,
2018-02-01,12:35:00,heat,heatStage1On,hold,Home,65,62,61.8,28,,,210,0,,64.4,28,59.5,0,61.6,0,
2018-02-01,12:40:00,heat,heatOff,hold,Home,65,62,62.1,28,,,0,0,,64.9,28,59.5,0,62.1,0,
2018-02-01,12:45:00,heat,heatOff,hold,Home,65,62,62.3,27,,,0,0,,65.2,27,59.5,0,62.4,0,
2018-02-01,12:50:00,heat,heatOff,hold,Home,65,62,62.3,27,,,0,0,,65.1,27,59.5,0,62.5,0,
2018-02-01,12:55:00,heat,heatOff,hold,Home,65,62,62.1,27,,,0,0,,64.7,27,59.5,0,62.4,0,
2018-02-01,13:00:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.6,27,59.5,0,62.2,0,
2018-02-01,13:05:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,64.7,26,59.5,0,61.9,0,
2018-02-01,13:10:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.8,27,59.5,0,61.8,0,
2018-02-01,13:15:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,64.8,26,59.5,0,61.8,0,
2018-02-01,13:20:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.5,27,59.5,0,61.6,0,
2018-02-01,13:25:00,heat,heatOff,hold,Home,65,62,61.7,27,,,0,0,,64.2,27,59.5,0,61.5,0,
2018-02-01,13:30:00,heat,heatOff,hold,Home,65,62,61.7,27,,,0,0,,64.3,27,59.5,0,61.5,0,
2018-02-01,13:35:00,heat,heatOff,hold,Home,65,62,61.7,28,,,0,0,,64.4,28,59.5,0,61.4,0,
2018-02-01,13:40:00,heat,heatOff,hold,Home,65,62,61.7,28,,,0,0,,64.5,28,59.5,0,61.3,0,
2018-02-01,13:45:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.4,27,59.4,0,61.2,0,
2018-02-01,13:50:00,heat,heatOff,hold,Home,65,62,61.5,27,,,270,0,,64.2,27,59.3,0,61.1,0,
2018-02-01,13:55:00,heat,heatStage1On,hold,Home,65,62,61.5,27,,,300,0,,64.1,27,59.5,0,61.2,0,
2018-02-01,14:00:00,heat,heatStage1On,hold,Home,65,62,61.8,28,,,180,0,,64.4,28,59.5,0,61.7,0,
2018-02-01,14:05:00,heat,heatOff,hold,Home,65,62,62.1,28,,,0,0,,64.9,28,59.5,0,62.1,0,
2018-02-01,14:10:00,heat,heatOff,hold,Home,65,62,62.3,28,,,0,0,,65.1,28,59.5,0,62.4,0,
2018-02-01,14:15:00,heat,heatOff,hold,Home,65,62,62.2,27,,,0,0,,65.1,27,59.5,0,62.3,0,
2018-02-01,14:20:00,heat,heatOff,hold,Home,65,62,62.1,27,,,0,0,,64.7,27,59.5,0,62.2,0,
2018-02-01,14:25:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.5,27,59.5,0,62.1,0,
2018-02-01,14:30:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,64.6,26,59.5,0,61.9,0,
2018-02-01,14:35:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.7,27,59.5,0,61.7,0,
2018-02-01,14:40:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.8,27,59.5,0,61.7,0,
2018-02-01,14:45:00,heat,heatOff,hold,Home,65,62,61.8,27,,,0,0,,64.6,27,59.5,0,61.5,0,
2018-02-01,14:50:00,heat,heatOff,hold,Home,65,62,61.7,27,,,0,0,,64.3,27,59.5,0,61.5,0,
2018-02-01,14:55:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.2,27,59.5,0,61.3,0,
2018-02-01,15:00:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.4,27,59.5,0,61.1,0,
2018-02-01,15:05:00,heat,heatOff,hold,Home,65,62,61.6,27,,,0,0,,64.5,27,59.4,0,61.1,0,
2018-02-01,15:10:00,heat,heatOff,hold,Home,65,62,61.6,26,,,0,0,,64.4,26,59.3,0,61.1,0,
2018-02-01,15:15:00,heat,heatOff,hold,Home,65,62,61.4,27,,,255,0,,64.2,27,59.3,0,60.9,0,
2018-02-01,15:20:00,heat,heatStage1On,hold,Home,65,62,61.4,27,,,300,0,,64,27,59.3,0,61,0,
2018-02-01,15:25:00,heat,heatStage1On,hold,Home,65,62,61.7,28,,,210,0,,64.3,28,59.4,0,61.4,0,
2018-02-01,15:30:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,15:35:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,15:40:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,15:45:00,heat,heatOff,hold,Home,65,62,62.1,27,,,0,0,,64.8,27,59.5,0,62.2,0,
2018-02-01,15:50:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.5,27,59.5,0,61.9,0,
2018-02-01,15:55:00,heat,heatOff,hold,Home,65,62,61.9,26,,,0,0,,64.6,26,59.5,0,61.8,0,
2018-02-01,16:00:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.7,27,59.5,0,61.7,0,
2018-02-01,16:05:00,heat,heatOff,hold,Home,65,62,61.9,26,,,0,0,,64.8,26,59.5,0,61.5,0,
2018-02-01,16:10:00,heat,heatOff,hold,Home,65,62,61.8,26,,,0,0,,64.6,26,59.5,0,61.5,0,
2018-02-01,16:15:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,16:20:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,16:25:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,16:30:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,16:35:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,16:40:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,16:45:00,heat,heatStage1On,hold,Home,65,62,61.4,27,,,300,0,,64.2,27,59.3,0,60.9,0,
2018-02-01,16:50:00,heat,heatStage1On,hold,Home,65,62,61.8,28,,,60,0,,64.4,28,59.4,0,61.6,0,
2018-02-01,16:55:00,heat,heatOff,hold,Home,65,62,62,27,,,0,0,,64.8,27,59.5,0,61.9,0,
2018-02-01,17:00:00,heat,heatOff,hold,Home,65,62,62.1,26,,,0,0,,65,26,59.5,0,62,0,
2018-02-01,17:05:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,64.9,26,59.5,0,61.8,0,
2018-02-01,17:10:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.7,27,59.5,0,61.8,0,
2018-02-01,17:15:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,17:20:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,17:25:00,,,,,,,,,,,,,,,,,,,,
2018-02-01,17:30:00,heat,heatOff,hold,Home,65,62,61.8,27,,,0,0,,64.6,27,59.5,0,61.3,0,
2018-02-01,17:35:00,heat,heatOff,hold,Home,65,62,61.7,27,,,0,0,,64.5,27,59.5,0,61.3,0,
2018-02-01,17:40:00,heat,heatOff,hold,Home,65,62,61.5,27,,,240,0,,64.2,27,59.3,0,61.1,0,
2018-02-01,17:45:00,heat,heatStage1On,hold,Home,65,62,61.5,27,,,300,0,,64.1,27,59.3,0,61.2,0,
2018-02-01,17:50:00,heat,heatStage1On,hold,Home,65,62,61.8,28,,,45,0,,64.5,28,59.3,0,61.7,0,
2018-02-01,17:55:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.8,27,59.3,0,61.8,0,
2018-02-01,18:00:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,65,26,59.3,0,61.9,0,
2018-02-01,18:05:00,heat,heatOff,hold,Home,65,62,62,26,,,0,0,,64.9,26,59.4,0,61.8,0,
2018-02-01,18:10:00,heat,heatOff,hold,Home,65,62,61.9,27,,,0,0,,64.5,27,59.5,0,61.8,0,
